c3_1,c3_2,c3_3,d3_1,d3_2,d3_3,e3_1,e3_2,e3_3,f3_1,f3_2,f3_3,g3_1,g3_2,g3_3,a4_1,a4_2,a4_3,b3_1,b3_2,b3_3,c-3_1,c-3_2,c-3_3,d-3_1,d-3_2,d-3_3,f-3_1,f-3_2,f-3_3,g-3_1,g-3_2,g-3_3,a-4_1,a-4_2,a-4_3,c3_4,c3_5,d3_4,d3_5,e3_4,e3_5,f3_4,f3_5,g3_4,g3_5,a4_4,a4_5,b3_4,b3_5,c-3_4,c-3_5,d-3_4,d-3_5,f-3_4,f-3_5,g-3_4,g-3_5,a-4_4,a-4_5,b3_6,b3_7,e3_6,e3_7,f3_6,f3_7
0.002747,-0.00177,-0.001343,-0.001862,0.0007935,0.0007324,0.001404,-0.00406,-0.003326,-0.00598,-0.004913,-0.003174,0.00357,0.00357,0.005432,0.00531,0.002136,0.003082,0.007446,0.003296,0.001648,0.001312,0.002045,0.001068,-0.004333,-0.003632,-0.003082,-0.00403,0.000885,-0.001434,0.0007935,0.00644,0.003326,0.002563,0.0003357,0.001709,-0.0004578,-0.000763,-0.00296,-0.00296,9.16e-05,0.0002441,-0.002655,-0.00421,0.00293,0.003265,0.001617,-0.001953,-0.003876,-0.0005493,-0.001801,-0.0002136,-0.0002136,-0.001953,-0.005035,-0.004974,0.004242,0.00784,-0.001984,-0.000702,0.001038,-0.0009155,0.0004578,-0.001221,0.00958,-0.01242
0.001953,-0.003784,-0.001984,-0.001648,0.000824,0.0006104,0.001343,-0.004517,-0.002289,-0.003693,-0.005707,0.0002136,0.003387,0.003693,0.003418,0.00537,0.000763,0.002014,0.00717,0.004272,0.00293,0.001556,0.001526,0.001556,-0.003998,-0.002869,-0.002655,-0.005707,-0.001007,-0.003296,0.001617,0.00708,0.006348,0.00293,0.0005493,0.001648,-0.001068,-0.001373,-0.002533,-0.002594,0.0004578,0.0003052,-0.0054,-0.003387,0.002289,0.003235,0.000977,-0.001831,-0.00415,-0.0007324,-0.001434,-0.0007935,-0.0003357,-0.001923,-0.006653,-0.00717,0.005127,0.009186,-0.002014,-0.000885,0.000977,-0.0009155,0.0,-0.001312,0.007324,-0.009674
0.00119,-0.006073,-0.002625,-0.001526,0.000763,0.00058,0.001129,-0.004547,-0.001892,0.0,-0.00357,0.003937,0.003021,0.00409,0.002655,0.004547,-0.0002136,0.001434,0.006653,0.005035,0.003845,0.001801,0.001068,0.001953,-0.003632,-0.001862,-0.00235,-0.007233,-0.00241,-0.00528,0.002716,0.007812,0.00876,0.003021,0.000946,0.00119,-0.001678,-0.002014,-0.002045,-0.002197,0.0004883,0.0004883,-0.006622,-0.002502,0.0017395,0.003296,0.0001831,-0.001526,-0.004333,-0.000885,-0.000946,-0.001373,-0.0002136,-0.001831,-0.00827,-0.009186,0.00592,0.01053,-0.001984,-0.001129,0.0007935,-0.001007,-0.0006104,-0.001221,0.00299,-0.006317
-0.000641,-0.00806,-0.003082,-0.001373,0.0006104,0.0006104,0.0009155,-0.004333,-0.001892,0.00409,0.0007935,0.006897,0.002472,0.00473,0.003174,0.003143,-0.000641,0.001343,0.00589,0.0054,0.004578,0.001984,0.0007935,0.002197,-0.003296,-0.0008545,-0.002197,-0.008545,-0.003174,-0.007477,0.003967,0.00839,0.010315,0.002808,0.001099,0.000824,-0.002197,-0.002197,-0.001587,-0.001801,0.0002747,0.000824,-0.005707,-0.001587,0.001465,0.003387,-0.0005493,-0.00116,-0.004578,-0.001007,-0.000641,-0.001984,0.0,-0.001617,-0.009766,-0.01065,0.006866,0.01169,-0.001862,-0.001404,0.00058,-0.001312,-0.001038,-0.000946,-0.002167,-0.00406
-0.002045,-0.009735,-0.003479,-0.00119,0.000519,0.00058,0.0007324,-0.003906,-0.002258,0.007538,0.005554,0.00812,0.001862,0.005127,0.00473,0.001892,-0.0004272,0.001892,0.005096,0.005432,0.00482,0.002136,0.001068,0.00235,-0.00293,0.0001221,-0.002228,-0.00949,-0.003265,-0.009094,0.005005,0.00879,0.010956,0.00235,0.001465,0.000763,-0.002686,-0.002197,-0.001129,-0.001434,-3.05e-05,0.001068,-0.0029,-0.00116,0.001404,0.003143,-0.0007935,-0.000763,-0.00467,-0.001099,-0.00058,-0.00238,0.0003662,-0.00119,-0.010864,-0.011444,0.007263,0.01242,-0.001678,-0.001282,0.0003967,-0.001587,-0.001129,-0.0002441,-0.00659,-0.003387
-0.00354,-0.010895,-0.003662,-0.001129,0.0004272,0.0006104,0.0003967,-0.003326,-0.002502,0.009125,0.00876,0.007355,0.001251,0.00537,0.006683,0.0009155,0.0003357,0.002563,0.004242,0.00525,0.005096,0.00232,0.001801,0.00238,-0.00238,0.000885,-0.00232,-0.00989,-0.003113,-0.0105,0.00592,0.00894,0.01126,0.001831,0.001465,0.0009155,-0.002869,-0.001984,-0.0006104,-0.001099,-0.0001831,0.001221,0.000977,-0.001404,0.0017395,0.002777,-0.0005493,-0.0003662,-0.00479,-0.000977,-0.000885,-0.002502,0.000824,-0.0006714,-0.011505,-0.01129,0.007538,0.01279,-0.001221,-0.0009155,0.0003357,-0.002045,-0.000763,0.000641,-0.0094,-0.00421
-0.004944,-0.0112,-0.003662,-0.001007,0.0003357,0.00058,0.0002136,-0.002869,-0.002533,0.00876,0.009186,0.00528,0.000885,0.005066,0.00821,0.0007324,0.001373,0.00296,0.003265,0.00476,0.004974,0.002441,0.002716,0.002441,-0.00177,0.001343,-0.002258,-0.00995,-0.003082,-0.01108,0.00653,0.00873,0.011566,0.001221,0.001526,0.001526,-0.002716,-0.001526,-0.0001526,-0.0007935,-0.0001526,0.001343,0.00418,-0.001923,0.00232,0.002289,0.0003052,9.16e-05,-0.00482,-0.001068,-0.001343,-0.00241,0.001129,-0.0001526,-0.01172,-0.01044,0.007812,0.01279,-0.0007935,-0.0003967,0.0003052,-0.002441,0.0001526,0.001923,-0.01016,-0.006104
-0.005493,-0.01099,-0.003662,-0.000977,0.0002441,0.000519,0.0001221,-0.002594,-0.002014,0.006683,0.006805,0.002777,0.0006104,0.004486,0.00894,0.001343,0.00232,0.003052,0.00232,0.004272,0.0047,0.002563,0.003601,0.002441,-0.001068,0.001617,-0.002136,-0.00989,-0.003448,-0.0116,0.006897,0.00833,0.01199,0.000763,0.001465,0.002045,-0.002533,-0.00119,0.0001221,-0.00058,0.0003357,0.001373,0.0058,-0.002625,0.002747,0.0017395,0.001282,0.0006104,-0.00476,-0.000977,-0.001984,-0.002197,0.001343,0.0002747,-0.011536,-0.00906,0.0076,0.01236,-0.0003662,0.0001831,0.0002441,-0.002869,0.001465,0.003479,-0.00925,-0.00821
-0.00641,-0.01041,-0.00351,-0.000885,0.0003052,0.0004578,0.0001221,-0.002258,-0.001038,0.003845,0.002625,0.001007,0.0004272,0.003906,0.008484,0.002472,0.002838,0.002533,0.001343,0.003662,0.00473,0.002716,0.00406,0.002563,-0.0004578,0.00177,-0.00177,-0.009705,-0.004242,-0.01166,0.006958,0.00787,0.0126,0.0004883,0.001251,0.002563,-0.002533,-0.001007,0.0003052,-0.0003662,0.001007,0.001282,0.00525,-0.002869,0.003082,0.001251,0.002228,0.001007,-0.00473,-0.0009155,-0.002594,-0.001892,0.001373,0.000519,-0.01099,-0.0076,0.007507,0.0116,0.0,0.0006714,0.0002441,-0.003113,0.002838,0.004913,-0.007263,-0.00949
-0.00644,-0.009796,-0.003418,-0.000824,0.0001831,0.0003967,0.0001221,-0.002045,0.0001221,0.001587,-0.001526,0.0006714,0.0003357,0.003448,0.00714,0.003784,0.002747,0.001465,0.0003967,0.00299,0.004364,0.002808,0.003815,0.002594,0.0001221,0.001953,-0.001251,-0.00946,-0.0054,-0.011505,0.006897,0.007416,0.01315,0.0003357,0.001099,0.002625,-0.002441,-0.001099,0.0004272,-0.0003052,0.001831,0.00116,0.002838,-0.002502,0.003021,0.001038,0.002777,0.001343,-0.00467,-0.000824,-0.00293,-0.001648,0.00116,0.0006714,-0.010254,-0.00656,0.007507,0.01074,0.0001831,0.0009155,0.0001526,-0.003265,0.003937,0.006073,-0.005432,-0.00925
-0.007355,-0.00949,-0.003357,-0.000824,0.0002747,0.0003662,0.0001221,-0.001678,0.00119,0.0007935,-0.004272,0.002167,0.0002136,0.003326,0.00534,0.00467,0.002289,0.0002747,-0.0005493,0.002441,0.003723,0.002869,0.003021,0.002655,0.000519,0.002014,-0.000702,-0.00925,-0.006622,-0.01135,0.006836,0.00705,0.0134,0.0004272,0.0008545,0.00241,-0.00238,-0.001312,0.0004578,-0.0001221,0.002533,0.001007,-0.0004883,-0.001465,0.002594,0.001038,0.002747,0.001678,-0.004517,-0.000702,-0.003021,-0.001709,0.000763,0.0007935,-0.00952,-0.00592,0.007324,0.009735,0.0001526,0.000977,0.0001526,-0.003265,0.00476,0.006866,-0.00418,-0.007355
-0.00766,-0.00903,-0.003357,-0.0006714,0.0001221,0.0003052,6.1e-05,-0.00119,0.001831,0.002045,-0.004913,0.005188,-0.0002136,0.00357,0.003418,0.004883,0.001678,-0.000702,-0.001465,0.001831,0.002869,0.00293,0.001892,0.002655,0.0007324,0.002136,-0.0002747,-0.00876,-0.007477,-0.01077,0.006744,0.006775,0.01312,0.000519,0.001007,0.001923,-0.002502,-0.001617,0.0004578,0.0001221,0.003052,0.0008545,-0.003174,3.05e-05,0.001862,0.00116,0.002228,0.001923,-0.004364,-0.0005493,-0.0029,-0.002075,0.0004578,0.000885,-0.00882,-0.005768,0.007538,0.0087,-0.0001526,0.000946,0.0001221,-0.003174,0.00525,0.007385,-0.00415,-0.004303
-0.0087,-0.00937,-0.003479,-0.000641,0.0001221,0.0003052,-9.16e-05,-0.000641,0.002106,0.00461,-0.00351,0.00842,-0.000702,0.00403,0.002014,0.004395,0.001129,-0.001129,-0.002045,0.001312,0.00235,0.0029,0.0006104,0.002594,0.000824,0.002258,0.0,-0.0083,-0.007812,-0.0105,0.006744,0.006622,0.012115,0.0005493,0.001038,0.001251,-0.002747,-0.001923,0.0003967,0.0001526,0.003235,0.000763,-0.004395,0.001404,0.001038,0.001404,0.001404,0.002045,-0.004242,-0.0003967,-0.002716,-0.002686,0.0001526,0.000977,-0.008026,-0.00592,0.007446,0.00775,-0.0003357,0.000702,0.0,-0.003235,0.005432,0.00772,-0.005127,-0.001038
-0.00922,-0.00888,-0.003387,-0.0006714,0.0001221,0.0002747,-0.0002441,0.0002441,0.001923,0.00717,-0.000946,0.01062,-0.00119,0.004547,0.001465,0.003387,0.0009155,-0.001007,-0.002441,0.0009155,0.00119,0.002869,-0.0003967,0.002533,0.000885,0.00241,6.1e-05,-0.007446,-0.007385,-0.00986,0.00659,0.006317,0.01053,0.0004883,0.001221,0.000885,-0.002808,-0.002106,0.0004883,0.0003357,0.003143,0.0007324,-0.003632,0.002502,0.0001831,0.001404,0.0006104,0.002106,-0.003998,-0.0004272,-0.002594,-0.003296,-3.05e-05,0.00116,-0.007202,-0.006012,0.007538,0.006866,-0.0003357,0.000641,0.0,-0.003082,0.005432,0.007812,-0.00644,0.001831
-0.00961,-0.00906,-0.003296,-0.000702,6.1e-05,0.0002136,-0.0004272,0.001038,0.001495,0.00845,0.001801,0.01071,-0.001801,0.004944,0.001923,0.002045,0.000977,-0.0004578,-0.002502,0.0006714,0.000702,0.002808,-0.0009155,0.00232,0.0008545,0.00241,-0.0001221,-0.00641,-0.006348,-0.00925,0.006348,0.00595,0.00842,0.0003052,0.001404,0.000763,-0.002686,-0.001862,0.0004883,0.0004272,0.00299,0.0007324,-0.001221,0.0029,-0.000702,0.001343,6.1e-05,0.002045,-0.003754,-0.0003357,-0.002472,-0.003815,-0.0001526,0.001343,-0.006256,-0.0058,0.00717,0.00589,-0.0003052,0.0006714,0.0,-0.003113,0.005066,0.00769,-0.00766,0.004456
-0.01001,-0.00787,-0.003052,-0.0007324,6.1e-05,0.0001526,-0.00058,0.001801,0.000946,0.007507,0.00354,0.00836,-0.002563,0.005066,0.003265,0.000977,0.001343,0.0002441,-0.002289,0.0005493,-6.1e-05,0.002747,-0.000977,0.002136,0.0007324,0.002197,-0.0003052,-0.005096,-0.005066,-0.00818,0.006012,0.005554,0.006042,0.0001831,0.001556,0.00116,-0.002563,-0.001404,0.0004883,0.0004578,0.002869,0.000885,0.001801,0.002533,-0.001465,0.00119,-0.0001221,0.001831,-0.003601,-0.0003967,-0.00241,-0.00403,-0.0001526,0.001526,-0.005127,-0.005035,0.00659,0.00482,-0.0001831,0.000885,9.155e-05,-0.003052,0.00473,0.007538,-0.007904,0.006042
-0.00931,-0.006683,-0.002716,-0.000763,0.0001221,0.0001831,-0.00058,0.002289,0.000702,0.004456,0.003998,0.004242,-0.003265,0.004883,0.00473,0.0004578,0.001801,0.0007324,-0.001678,0.0004883,-0.0003967,0.002533,-0.00058,0.00177,0.0006104,0.002014,-0.0004578,-0.003723,-0.003754,-0.006897,0.005615,0.005035,0.003693,6.1e-05,0.00177,0.001678,-0.00235,-0.000763,0.00058,0.0004578,0.00293,0.001099,0.00461,0.00177,-0.002197,0.0009155,3.05e-05,0.001251,-0.003326,-0.0004883,-0.002228,-0.003815,-9.16e-05,0.001587,-0.003815,-0.003815,0.006134,0.003601,9.16e-05,0.001099,9.155e-05,-0.00299,0.004395,0.007263,-0.006958,0.006622
-0.00925,-0.00476,-0.002228,-0.000763,0.0002441,0.0002136,-0.0004578,0.002502,0.0009155,0.0002441,0.00293,-0.000519,-0.003693,0.004456,0.00586,0.0003967,0.002045,0.000885,-0.000885,0.0004883,-0.0004883,0.00238,-9.16e-05,0.001495,0.0004578,0.00177,-0.0005493,-0.00235,-0.002869,-0.0054,0.005066,0.004425,0.001404,9.16e-05,0.001892,0.00235,-0.001862,-3.05e-05,0.0005493,0.0004578,0.003143,0.001343,0.0065,0.000946,-0.0029,0.000702,0.0003052,0.0006714,-0.003021,-0.0005493,-0.001953,-0.003265,0.0,0.001556,-0.00235,-0.002289,0.00525,0.002167,0.0003357,0.001251,3.05e-05,-0.00299,0.003967,0.006714,-0.004578,0.006805
-0.00769,-0.002808,-0.001648,-0.000824,0.0003052,9.16e-05,-0.0003052,0.002563,0.001587,-0.003937,0.000763,-0.004517,-0.003479,0.003632,0.00595,0.0007935,0.001862,0.000519,-0.0001221,0.0004272,-0.0004272,0.002106,0.0003052,0.001221,0.0002441,0.001556,-0.0005493,-0.001099,-0.00241,-0.003754,0.004242,0.003754,-0.000763,0.0001831,0.002045,0.003052,-0.001373,0.000702,0.0005493,0.0005493,0.003448,0.001434,0.00714,0.0004272,-0.003448,0.0005493,0.000519,-6.1e-05,-0.002777,-0.00058,-0.001556,-0.002686,3.05e-05,0.001587,-0.0008545,-0.0007935,0.004456,0.0004578,0.0004883,0.001465,-6.104e-05,-0.002808,0.00357,0.006104,-0.001282,0.006775
-0.00699,-0.001312,-0.001068,-0.0009155,0.0003052,0.0,-3.05e-05,0.00232,0.002533,-0.00641,-0.001587,-0.00638,-0.002533,0.002716,0.005035,0.001282,0.001251,-0.0001831,0.0004883,0.0003662,-0.0003357,0.001831,0.0003967,0.000885,9.16e-05,0.001373,-0.0004578,0.0001221,-0.002472,-0.002167,0.003387,0.003021,-0.002686,0.0002747,0.002167,0.003265,-0.000885,0.001282,0.0003967,0.0006104,0.003632,0.001282,0.00638,0.0006714,-0.00403,0.0004578,0.0003967,-0.0009155,-0.002625,-0.0005493,-0.00119,-0.002197,6.1e-05,0.001465,0.000641,0.0006104,0.003601,-0.001282,0.0004578,0.001312,-0.0002136,-0.002594,0.003143,0.005463,0.002106,0.00708
-0.005463,0.0002136,-0.00058,-0.000885,0.0003662,-6.1e-05,9.16e-05,0.002075,0.003448,-0.006348,-0.003235,-0.005707,-0.000946,0.00177,0.003326,0.001556,0.0003967,-0.00119,0.0008545,0.0002441,-0.0002441,0.001678,0.0002136,0.0006104,-3.05e-05,0.001404,-0.0002747,0.00119,-0.00296,-0.0004883,0.002533,0.00241,-0.004242,0.0002747,0.002045,0.003082,-0.0004883,0.001465,0.0002747,0.000702,0.003693,0.000977,0.004852,0.001465,-0.004517,0.0007324,-0.0001831,-0.0017395,-0.00238,-0.0006104,-0.000885,-0.001862,9.16e-05,0.001221,0.001953,0.001617,0.002716,-0.002838,0.0003052,0.00119,-0.0003662,-0.00232,0.002686,0.00479,0.005066,0.007812
-0.00479,6.1e-05,-0.0001526,-0.0009155,0.0003052,-6.1e-05,0.0002747,0.001831,0.003967,-0.003723,-0.003357,-0.003113,0.0008545,0.001068,0.001495,0.001312,-0.000702,-0.002136,0.0009155,3.05e-05,0.0002747,0.001373,-0.0003357,0.0004578,-0.0002136,0.001404,-0.0001831,0.002167,-0.003204,0.0006104,0.001617,0.001678,-0.005646,0.0,0.001892,0.002472,-0.0002441,0.001495,0.0001221,0.000641,0.003479,0.00058,0.003052,0.002686,-0.00473,0.000977,-0.000946,-0.002502,-0.002167,-0.0006104,-0.0006104,-0.001862,6.1e-05,0.000946,0.003082,0.002075,0.00177,-0.00418,6.1e-05,0.0009155,-0.0005493,-0.002014,0.002045,0.00403,0.006714,0.00894
-0.003906,0.0004883,0.0002136,-0.0009155,0.0002747,-0.0002136,0.0003967,0.0017395,0.003754,0.0004578,-0.001831,0.0001221,0.002289,0.0007324,0.0002441,0.00058,-0.001678,-0.00296,0.0007935,-9.16e-05,-0.0001831,0.001129,-0.00119,0.0003052,-0.0002747,0.001465,-0.0001221,0.003082,-0.003204,0.001831,0.000641,0.000885,-0.006653,-0.0002441,0.001465,0.0017395,-0.0001831,0.00119,0.0,0.0007324,0.003113,0.0002136,0.001862,0.00421,-0.00476,0.00119,-0.001801,-0.0029,-0.001923,-0.000702,-0.000519,-0.002106,-3.05e-05,0.000763,0.00415,0.00232,0.001007,-0.00522,-0.0002747,0.000641,-0.0004883,-0.001648,0.001282,0.003174,0.007355,0.010956
-0.003113,-0.0001221,0.0004578,-0.000885,0.0002441,-0.0003052,0.0004272,0.001923,0.003082,0.004517,0.001129,0.002441,0.003052,0.000946,-0.0001221,-0.00058,-0.002502,-0.003479,0.0004883,-0.0002747,0.0003052,0.000946,-0.001953,0.0001831,-0.0003357,0.001526,-0.0001221,0.00409,-0.002777,0.002686,-0.0001526,9.155e-05,-0.007416,-0.000702,0.000946,0.000946,-0.0005493,0.000763,-0.0001831,0.000702,0.002625,6.1e-05,0.001617,0.005432,-0.00461,0.001404,-0.002625,-0.003235,-0.001801,-0.0006714,-0.0004272,-0.002258,3.05e-05,0.0006714,0.005035,0.002441,0.0002441,-0.00586,-0.000702,0.0004578,-0.0003357,-0.001312,0.0003967,0.001953,0.007294,0.01306
-0.003235,0.0002136,0.000641,-0.0008545,0.0001221,-0.0003052,0.0004883,0.002136,0.001953,0.007324,0.004486,0.003052,0.00296,0.001343,0.0004272,-0.00177,-0.002655,-0.003632,6.1e-05,-0.0004883,6.1e-05,0.000702,-0.002502,3.05e-05,-0.0003967,0.001526,-0.0003052,0.00522,-0.001892,0.00357,-0.0007324,-0.0006714,-0.007965,-0.001129,0.0004272,0.0001221,-0.000824,0.0003967,-0.0004578,0.0006104,0.002045,0.0001221,0.002441,0.006256,-0.00415,0.001526,-0.003204,-0.003387,-0.001648,-0.0006104,-0.0002441,-0.002258,6.1e-05,0.0005493,0.00583,0.002716,-0.0006104,-0.00598,-0.001038,0.0001221,-0.0001831,-0.001038,-0.00058,0.0006714,0.006775,0.01462
-0.00235,0.0006104,0.000885,-0.000763,0.0001526,-0.0001831,0.0004883,0.002258,0.000824,0.00815,0.00711,0.001892,0.002106,0.001709,0.001434,-0.002838,-0.00241,-0.00354,-0.0002441,-0.0006714,3.05e-05,0.000519,-0.002838,-0.0001831,-0.0003662,0.001343,-0.000519,0.006287,-0.0006714,0.00461,-0.001282,-0.001312,-0.00815,-0.001678,-6.1e-05,-0.0003662,-0.001099,0.0001526,-0.000702,0.0005493,0.001404,0.0003967,0.00421,0.00647,-0.003448,0.001434,-0.003387,-0.003357,-0.001465,-0.0006714,-3.05e-05,-0.002045,0.0002136,0.0004578,0.00656,0.003326,-0.00116,-0.00586,-0.001221,-0.0001221,6.104e-05,-0.000946,-0.001495,-0.000519,0.006866,0.01575
-0.00235,0.001709,0.001068,-0.000641,9.16e-05,-0.0001831,0.000641,0.00235,6.1e-05,0.006744,0.00821,-0.000702,0.000763,0.001953,0.002594,-0.003387,-0.001892,-0.003265,-0.0004272,-0.0009155,0.0002136,0.0003357,-0.002777,-0.0003052,-0.0003967,0.001007,-0.000702,0.007263,0.0006104,0.005524,-0.001678,-0.001862,-0.00818,-0.002075,-0.0004272,-0.0006714,-0.001312,9.16e-05,-0.000824,0.0003052,0.000946,0.0005493,0.00641,0.006287,-0.002747,0.001373,-0.003235,-0.003174,-0.001312,-0.00058,0.0003662,-0.001495,0.0004272,0.0004272,0.007446,0.004333,-0.001892,-0.005554,-0.001312,-0.0002136,0.0003052,-0.0007935,-0.00241,-0.001617,0.0076,0.01541
-0.001099,0.00351,0.001251,-0.000519,9.16e-05,-0.0001221,0.000702,0.00232,-0.0001221,0.003754,0.007355,-0.003326,-0.0003052,0.001801,0.003235,-0.003204,-0.00119,-0.003021,-0.0006104,-0.001099,9.16e-05,0.0001221,-0.002472,-0.0005493,-0.0003967,0.000641,-0.000946,0.00815,0.001831,0.006622,-0.001862,-0.002289,-0.008026,-0.00235,-0.0007324,-0.000824,-0.001434,0.0001831,-0.001038,0.0001526,0.000519,0.000763,0.00815,0.005707,-0.002075,0.001282,-0.0029,-0.00293,-0.00116,-0.000519,0.0006714,-0.000946,0.0003662,0.0003052,0.00827,0.005585,-0.002716,-0.005096,-0.001343,-0.0002747,0.000519,-0.000702,-0.003174,-0.002472,0.00903,0.01422
-0.000519,0.004974,0.001495,-0.0003357,6.1e-05,6.1e-05,0.0008545,0.002106,0.0002441,0.0,0.005066,-0.005554,-0.0004578,0.001404,0.003265,-0.002472,-0.0006104,-0.00296,-0.0006714,-0.00119,9.16e-05,-0.0001526,-0.002167,-0.000763,-0.0004272,3.05e-05,-0.001129,0.00885,0.002716,0.0076,-0.001953,-0.002533,-0.007477,-0.002655,-0.0008545,-0.0009155,-0.001404,0.0003662,-0.001129,0.0,0.0001831,0.0007324,0.0087,0.004974,-0.001465,0.00119,-0.002441,-0.002502,-0.001038,-0.0003662,0.0009155,-0.0003357,0.0003662,0.0002441,0.00894,0.006927,-0.00351,-0.004456,-0.001404,-0.0003967,0.000824,-0.00058,-0.003723,-0.0029,0.01071,0.01282
0.000977,0.006866,0.0017395,-0.0001526,9.16e-05,0.0001221,0.000977,0.001831,0.0007935,-0.003204,0.002441,-0.00656,0.0002747,0.000885,0.002716,-0.001404,-0.0003967,-0.003204,-0.000763,-0.001251,-0.0001221,-0.0004272,-0.002045,-0.0009155,-0.000519,-0.0003967,-0.001221,0.009155,0.003204,0.00824,-0.002014,-0.002533,-0.00647,-0.002808,-0.001099,-0.001038,-0.00119,0.0007324,-0.001251,-0.0002441,-0.0001831,0.0003967,0.007935,0.004395,-0.000946,0.001129,-0.002136,-0.001892,-0.000824,-0.0002136,0.001007,0.0001526,0.0002747,6.1e-05,0.0094,0.00812,-0.00403,-0.003693,-0.001617,-0.0005493,0.000977,-0.000519,-0.003967,-0.002838,0.01175,0.01071
0.00235,0.007507,0.002014,-3.05e-05,0.0001221,0.0002136,0.0009155,0.001495,0.001312,-0.004974,0.0006104,-0.00644,0.00177,0.00058,0.001831,-0.0002441,-0.0003967,-0.003632,-0.0009155,-0.001373,0.0001221,-0.0007324,-0.002228,-0.001068,-0.00058,-0.0007324,-0.00119,0.009094,0.00351,0.00879,-0.001953,-0.00235,-0.00531,-0.003021,-0.00119,-0.001404,-0.000977,0.000885,-0.001312,-0.0004883,-0.0004883,-9.16e-05,0.006226,0.004242,-0.0003357,0.001282,-0.00177,-0.001343,-0.000641,-0.0001526,0.000824,0.0002441,0.0,-0.0001831,0.009705,0.00873,-0.004303,-0.002777,-0.001801,-0.0006714,0.001251,-0.0004578,-0.003937,-0.002563,0.01242,0.00867
0.003326,0.00815,0.002136,3.05e-05,0.0002441,0.0003357,0.0009155,0.001221,0.001434,-0.004883,0.0003357,-0.005585,0.00354,0.0004883,0.000824,0.000702,-0.0004883,-0.003998,-0.0009155,-0.001282,-0.0003052,-0.0009155,-0.002533,-0.001099,-0.0007324,-0.0008545,-0.001038,0.00879,0.003448,0.009125,-0.00177,-0.002045,-0.00412,-0.003113,-0.001465,-0.001953,-0.000824,0.000885,-0.001312,-0.00058,-0.000824,-0.0006104,0.00418,0.004456,0.0003052,0.001373,-0.001587,-0.000702,-0.000519,6.1e-05,0.0004883,0.0003052,-0.0003662,-0.0003967,0.009674,0.00885,-0.004303,-0.00177,-0.002075,-0.0007935,0.001495,-0.0002747,-0.003754,-0.002106,0.01218,0.0065
0.004486,0.00784,0.002197,0.0001526,0.0003357,0.0004578,0.000824,0.001038,0.001099,-0.003479,0.001587,-0.004486,0.00476,0.0009155,0.0001526,0.001129,-0.00058,-0.00421,-0.001038,-0.00119,-0.0003052,-0.001007,-0.003235,-0.00116,-0.000946,-0.0007324,-0.0009155,0.00827,0.003418,0.00955,-0.001495,-0.001587,-0.00293,-0.003326,-0.001678,-0.002502,-0.0006104,0.000946,-0.001312,-0.000702,-0.00119,-0.001007,0.002472,0.00482,0.001282,0.001587,-0.001343,-0.0001221,-0.0003967,0.0002136,6.1e-05,0.0001221,-0.000641,-0.000641,0.00943,0.00839,-0.003937,-0.000641,-0.00235,-0.000977,0.001801,-0.0001526,-0.00351,-0.00177,0.01102,0.004395
0.004456,0.007446,0.002228,0.0001831,0.0004272,0.0006714,0.0006104,0.000824,0.0002747,-0.001282,0.003632,-0.00357,0.00482,0.001404,6.1e-05,0.001099,-0.0003967,-0.00409,-0.001007,-0.000977,-0.0006104,-0.001038,-0.003784,-0.001129,-0.001099,-0.0005493,-0.000885,0.0076,0.003418,0.009735,-0.001038,-0.000885,-0.00177,-0.00354,-0.001892,-0.003021,-0.0004883,0.0007324,-0.001282,-0.0007324,-0.001495,-0.001282,0.001831,0.005127,0.00235,0.001801,-0.001129,0.0003052,-0.0003052,0.0003967,-0.0004578,3.05e-05,-0.000946,-0.000763,0.009,0.0076,-0.003387,0.000763,-0.002655,-0.00116,0.001984,0.0,-0.003204,-0.001556,0.009766,0.002563
0.00528,0.006683,0.002045,0.0002747,0.000641,0.0007935,0.0004883,0.0006104,-0.00058,0.000824,0.005554,-0.00293,0.003723,0.002014,0.000641,0.0007935,0.0003052,-0.00351,-0.001007,-0.000702,-0.000763,-0.000977,-0.00415,-0.001038,-0.001251,-0.0002747,-0.000885,0.006836,0.00354,0.009674,-0.0003967,-3.05e-05,-0.0006714,-0.003815,-0.002045,-0.003296,-0.0004883,0.0004272,-0.001221,-0.000763,-0.001831,-0.001373,0.002502,0.005157,0.003479,0.001923,-0.000702,0.000763,-0.0002441,0.00058,-0.001007,-3.05e-05,-0.001068,-0.0009155,0.00839,0.006775,-0.00235,0.002258,-0.002838,-0.001312,0.002136,9.155e-05,-0.00299,-0.001587,0.00885,0.00119
0.00464,0.00583,0.001801,0.0003357,0.0007324,0.0009155,0.0001831,0.0003052,-0.001404,0.001831,0.006195,-0.002777,0.00177,0.002594,0.001617,0.0004272,0.001129,-0.002808,-0.00058,-0.0002747,-0.0007324,-0.000885,-0.004333,-0.0008545,-0.001312,-0.0002136,-0.0009155,0.006073,0.003845,0.00943,0.0002747,0.0009155,0.0003052,-0.00403,-0.002106,-0.003387,-0.0004578,0.0001831,-0.00116,-0.0008545,-0.002106,-0.001343,0.00403,0.00467,0.00464,0.002075,-9.16e-05,0.001007,-0.0002136,0.0007324,-0.001434,-0.0001221,-0.001221,-0.001038,0.007782,0.00598,-0.001526,0.003876,-0.002777,-0.00119,0.002136,9.155e-05,-0.002777,-0.001892,0.00836,0.0003357
